ProductName,DiskType,Capacity,Rotation Speed,Interface,FormFactor
Seagate Barracuda 7200.10 160GB 8MB SATA2,Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital AV-GP 1TB (SATA3; 16MB),Hard disk,1000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Enterprise NAS HDD 6TB,Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Toshiba MK3261GSYN 320GB,Hard disk,320 GB,7200 rpm,Serial ATA 300,2.5 inch
Toshiba MK2552GSX 250GB SATA2,Hard disk,250 GB,5400 rpm,Serial ATA 300,2.5 inch
Hitachi Ultrastar 7K6000 6TB,Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
"Intenso 2.5"" Internal HDD 1TB",Hard disk,1000 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Barracuda 7200.11 160GB,Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Constellation ES.3 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Deskstar 7K1000.C 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint S166 160GB SATA2,Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda 7200.10 160GB 2MB SATA2,Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital AV-GP 250GB (SATA2; 16MB),Hard disk,250 GB,5400 rpm,Serial ATA 300,3.5 inch
Hitachi Travelstar 5K500 500GB SATA2,Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Barracuda Green 2TB,Hard disk,2000 GB,5900 rpm,Serial ATA 600,3.5 inch
Hitachi CinemaStar 5K1000 320GB,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda 7200.14 320GB,Hard disk,320 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint M7 250GB,Hard disk,250 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital AV-GP 1TB (SATA2; 32MB),Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Fujitsu MHZ2120BH 120GB SATA2,Hard disk,120 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Scorpio Black 250GB (without freefall sensor),Hard disk,250 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate SkyHawk 3TB,Hard disk,3000 GB,,Serial ATA 600,3.5 inch
Seagate Archive HDD 5TB,Hard disk,5000 GB,5900 rpm,Serial ATA 600,3.5 inch
Toshiba DT01ABA100V 1TB,Hard disk,1000 GB,5700 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint M8 640GB,Hard disk,640 GB,5400 rpm,Serial ATA 600,2.5 inch
Western Digital Gold 6TB,Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Caviar Green 800GB (SATA2; 64MB),Hard disk,800 GB,5400 rpm,Serial ATA 300,3.5 inch
Hitachi Deskstar 5K1000 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 300,3.5 inch
Seagate Pipeline 1.5TB,Hard disk,1500 GB,5900 rpm,Serial ATA 300,3.5 inch
Hitachi Deskstar 7K3000 1.5TB,Hard disk,1500 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Deskstar 7K1000.D 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Constellation CS 3TB (Instant Secure Erase),Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint MP4 640GB,Hard disk,640 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital AV-25 500GB (SATA2; 32MB),Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Barracuda ES 400GB SATA2,Hard disk,400 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda Spinpoint F3 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital AV-GP 750GB (SATA2; 8MB),Hard disk,750 GB,5400 rpm,Serial ATA 300,3.5 inch
Seagate Constellation ES.2 2TB (SATA3),Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Desk Blue 500GB,Hard disk,500 GB,5400 rpm,Serial ATA 600,3.5 inch
HGST Travelstar Z5K500 320GB,Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Maxtor DiamondMax 21 160GB 8MB SATA2,Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Caviar Green 2TB,Hard disk,2000 GB,5400 rpm,Serial ATA 300,2.5 inch
Samsung Spinpoint MP4 320GB,Hard disk,320 GB,7200 rpm,Serial ATA 300,2.5 inch
Samsung Spinpoint HD160J 160GB,Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Video 3.5 HDD 4TB,Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
"Western Digital VelociRaptor 300GB (3.5"" backplane)",Hard disk,300 GB,10000 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda XT 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Caviar Black 750GB (SATA3; 64MB),Hard disk,750 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint M7E 320GB,Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Surveillance HDD 3TB (rescue),Hard disk,3000 GB,5900 rpm,Serial ATA 600,3.5 inch
Western Digital Re Enterprise Capacity 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Red 3TB (retail),Hard disk,3000 GB,5400 rpm,Serial ATA 600,3.5 inch
Western Digital Se 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 600,3.5 inch
Maxtor DiamondMax 23 500GB SATA2,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Enterprise Capacity 6TB (4Kn; SED),Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate IronWolf 2TB,Hard disk,2000 GB,5900 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint F1 750GB (16MB),Hard disk,750 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Ultrathin HDD 2TB,Hard disk,2000 GB,5400 rpm,Serial ATA 600,2.5 inch
Western Digital Caviar Green 1TB (SATA2; 16MB),Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Caviar Black V2 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint M7 500GB,Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Caviar RE 160GB SATA2,Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Maxtor DiamondMax 21 500GB SATA2,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Scorpio Black 160GB (with freefall sensor),Hard disk,160 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate Enterprise NAS HDD 8TB,Hard disk,8000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate DB35 7200.3 320GB SATA2,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Momentus 5400.7 750GB,Hard disk,750 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Barracuda Pro 10TB,Hard disk,10000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Scorpio Blue 750GB (WD7500BPVX),Hard disk,750 GB,5400 rpm,Serial ATA 600,2.5 inch
Maxtor DiamondMax 21 250GB SATA2,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate NAS HDD 2TB (rescue),Hard disk,2000 GB,5900 rpm,Serial ATA 600,3.5 inch
Hitachi Travelstar Z5K500 320GB,Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Maxtor DiamondMax 23 250GB SATA2,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda ES.2 500GB SATA2,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Surveillance HDD 4TB (retail),Hard disk,4000 GB,5900 rpm,Serial ATA 600,3.5 inch
Western Digital Scorpio Blue 320GB SATA2,Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Samsung Spinpoint F1 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Momentus Spinpoint M8 160GB,Hard disk,160 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Purple 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Desktop Performance 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint F2 EcoGreen 1.5TB,Hard disk,1500 GB,5400 rpm,Serial ATA 300,3.5 inch
Samsung Spinpoint T166 500GB SATA2,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Samsung HN-M160MBB 160GB,Hard disk,160 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Purple 6TB,Hard disk,6000 GB,5400 rpm,Serial ATA 600,3.5 inch
Western Digital Scorpio Blue 750GB,Hard disk,750 GB,5400 rpm,Serial ATA 600,2.5 inch
Hitachi Travelstar 5K1000 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 600,2.5 inch
Hitachi Travelstar 5K320 120GB SATA2,Hard disk,120 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Constellation Enterprise Capacity 5TB,Hard disk,5000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Purple 4TB (retail),Hard disk,4000 GB,5400 rpm,Serial ATA 600,3.5 inch
Seagate Laptop Ultrathin HDD 500GB (encryption),Hard disk,500 GB,5400 rpm,Serial ATA 600,2.5 inch
Toshiba MG04 6TB,Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Fujitsu MHZ2400BT 400GB SATA2,Hard disk,400 GB,4200 rpm,Serial ATA 300,2.5 inch
Western Digital Desk Blue 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint F3 EcoGreen 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda 7200.10 80GB 8MB SATA2,Hard disk,80 GB,7200 rpm,Serial ATA 300,3.5 inch
Toshiba MC04ACA300E 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Desktop HDD 4TB (retail),Hard disk,4000 GB,5900 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint M2 120GB SATA2,Hard disk,120 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate Momentus 5400.FDE.4 250GB SATA2,Hard disk,250 GB,5400 rpm,Serial ATA 300,2.5 inch
Samsung Spinpoint F1R 320GB,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Constellation ES.3 ST2000NM0033 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint T166 400GB SATA2,Hard disk,400 GB,7200 rpm,Serial ATA 300,3.5 inch
Hitachi Travelstar Z7K500 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 600,2.5 inch
Toshiba MK1676GSX 160GB,Hard disk,160 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital RE2-GP 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Toshiba MK8049GSY 80GB SATA2,Hard disk,80 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital Caviar Blue 500GB (SATA2; 16MB),Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Blue 500GB (16MB),Hard disk,500 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate IronWolf 4TB,Hard disk,4000 GB,5900 rpm,Serial ATA 600,3.5 inch
Seagate Barracuda 7200.12 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate IronWolf 10TB,Hard disk,10000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Momentus 5400.6 500GB SATA,Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Caviar Black 640GB (SATA3; 64MB),Hard disk,640 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Enterprise Capacity 3.5 HDD 6TB,Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Toshiba MQ01ABB200 2TB,Hard disk,2000 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Scorpio Blue 320GB (7mm),Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Hitachi Travelstar E7K200 160GB,Hard disk,160 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital Caviar Green 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Re 250GB (SATA2),Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Red 4TB,Hard disk,4000 GB,5400 rpm,Serial ATA 600,3.5 inch
Western Digital Scorpio Black 320GB (with freefall sensor),Hard disk,320 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate Barracuda 7200.11 1TB v2,Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda 7200.12 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Caviar Black 1.5TB (SATA2; 64MB),Hard disk,1500 GB,10000 rpm,Serial ATA 300,3.5 inch
Toshiba MK3255GSX 320GB SATA2,Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Toshiba E300 3TB,Hard disk,3000 GB,5940 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint F3 Raid 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
HGST Deskstar NAS 6TB,Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Deskstar E7K1000 500GB SATA2,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Terascale 4TB (ISE),Hard disk,4000 GB,5900 rpm,Serial ATA 600,3.5 inch
Western Digital Blue 1TB (32MB),Hard disk,1000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Ultrastar A7K1000 750GB SATA2,Hard disk,750 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Momentus 7200.4 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital Caviar Green 1TB (SATA3; 64MB),Hard disk,1000 GB,5400 rpm,Serial ATA 600,3.5 inch
Fujitsu MJA2500BH 500GB SATA2,Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Samsung Spinpoint P80 200GB SATA2,Hard disk,200 GB,7200 rpm,Serial ATA 300,3.5 inch
Maxtor DiamondMax 21 160GB 2MB SATA2,Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Caviar Green 2TB (SATA3; 64MB; 3 platters),Hard disk,2000 GB,5400 rpm,Serial ATA 600,3.5 inch
Western Digital Purple 8TB,Hard disk,8000 GB,5400 rpm,Serial ATA 600,3.5 inch
Hitachi Deskstar T7K250 160GB,Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Maxtor DiamondMax 23 320GB SATA2,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda Green 1.5TB,Hard disk,1500 GB,5900 rpm,Serial ATA 600,3.5 inch
Seagate Enterprise Capacity 4TB (SED),Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Travelstar 7K320 320GB SATA2,Hard disk,320 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate Barracuda 7200.10 80GB 2MB SATA2,Hard disk,80 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Scorpio Blue 500GB (SATA2),Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Barracuda 7200.10 250GB 16MB SATA2,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Toshiba MK2051GSY 200GB SATA2,Hard disk,200 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital Desktop Performance 4TB,Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Travelstar E5K250 160GB SATA2,Hard disk,160 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Scorpio Blue 1TB (9.5mm),Hard disk,1000 GB,5400 rpm,Serial ATA 300,2.5 inch
Toshiba MK1237GSX 120GB SATA2,Hard disk,120 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Red 6TB (retail),Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint F1 640GB,Hard disk,640 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Se 5TB,Hard disk,5000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Travelstar 7K500 160GB SATA2,Hard disk,160 GB,7200 rpm,Serial ATA 300,2.5 inch
Toshiba MC04ACA400E 4TB,Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
"Intenso 3.5"" Internal HDD 5TB",Hard disk,5000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Barracuda 7200.11 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Desk Blue 3TB,Hard disk,3000 GB,5400 rpm,Serial ATA 600,3.5 inch
Western Digital Scorpio Blue 500GB (SATA3),Hard disk,500 GB,5400 rpm,Serial ATA 600,2.5 inch
Samsung Spinpoint M6 500GB SATA2,Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate SkyHawk 10TB,Hard disk,10000 GB,5900 rpm,Serial ATA 600,3.5 inch
Toshiba MQ01ABD032 320GB,Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital RE3 320GB,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Samsung Spinpoint F2 EcoGreen 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 300,3.5 inch
Samsung Spinpoint MP4 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,2.5 inch
Maxtor DiamondMax 22 500GB SATA2,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Samsung Spinpoint T166 320GB 16MB SATA2,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate DiamondMax 23 160GB SATA2,Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda 7200.12 160GB (SATA3),Hard disk,160 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Caviar Green 750GB (SATA2; 32MB),Hard disk,750 GB,7200 rpm,Serial ATA 300,3.5 inch
"Western Digital VelociRaptor 300GB SATA2 (3.5""; retail)",Hard disk,300 GB,,Serial ATA 300,3.5 inch
Seagate Enterprise Capacity 3.5 HDD 4TB,Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Caviar Green (SATA3; 64MB),Hard disk,750 GB,5400 rpm,Serial ATA 300,3.5 inch
Seagate Constellation CS 2TB (Instant Secure Erase),Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Scorpio Blue 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 600,2.5 inch
Western Digital Red 2TB,Hard disk,2000 GB,5400 rpm,Serial ATA 600,3.5 inch
Hitachi Travelstar 5K750 640GB,Hard disk,640 GB,5400 rpm,Serial ATA 300,2.5 inch
Samsung Spinpoint T166 320GB 8MB SATA2,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Hitachi Travelstar 5K500.B 160GB SATA2,Hard disk,160 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Barracuda 7200.10 250GB 8MB SATA2,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate NAS HDD 1TB,Hard disk,1000 GB,5900 rpm,Serial ATA 600,3.5 inch
Western Digital Scorpio Blue 250GB (7mm),Hard disk,250 GB,5400 rpm,Serial ATA 600,2.5 inch
Western Digital Caviar Blue 160GB (SATA2; 8MB),Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda Spinpoint 320GB,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Momentus XT 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate Barracuda ES.2 250GB 16MB SATA2,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Caviar SE16 320GB,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda 7200.9 500GB (SATA2),Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Pipeline 1TB (64MB),Hard disk,1000 GB,5900 rpm,Serial ATA 300,3.5 inch
Western Digital AV-GP 3TB (SATA3; 64MB),Hard disk,3000 GB,5400 rpm,Serial ATA 600,3.5 inch
Seagate Barracuda 7200.12 250GB (SATA3),Hard disk,250 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Momentus 7200.2 100GB SATA2,Hard disk,100 GB,7200 rpm,Serial ATA 300,2.5 inch
Toshiba DT01ABA050V 500GB,Hard disk,500 GB,5700 rpm,Serial ATA 600,3.5 inch
Western Digital Scorpio Blue 160GB,Hard disk,160 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Caviar Blue 250GB (SATA2; 8MB),Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Constellation 500GB SATA2,Hard disk,500 GB,7200 rpm,Serial ATA 300,2.5 inch
Verbatim 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint M6 400GB SATA2,Hard disk,400 GB,5400 rpm,Serial ATA 300,2.5 inch
Toshiba MK1252GSX 120GB SATA2,Hard disk,120 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Momentus ST640LM001 640GB,Hard disk,640 GB,5400 rpm,Serial ATA 300,2.5 inch
Hitachi Deskstar 7K1000.D 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Caviar Blue 320GB (SATA2; 16MB),Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Momentus SpinPoint 2TB,Hard disk,2000 GB,5400 rpm,Serial ATA 600,2.5 inch
Toshiba MG03ACA 4TB,Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital AV-GP 750GB (SATA2; 32MB),Hard disk,750 GB,5400 rpm,Serial ATA 300,3.5 inch
Western Digital AV 500GB SATA2,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital AV-GP 320GB (SATA3; 32MB),Hard disk,320 GB,7200 rpm,Serial ATA 600,3.5 inch
Fujitsu MHW2080BK 80GB SATA2,Hard disk,80 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate Constellation CS 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Travelstar 320GB SATA2,Hard disk,320 GB,7200 rpm,Serial ATA 300,2.5 inch
Samsung HN-320MBB 320GB,Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Caviar Green 750GB (SATA3; 64MB; LP),Hard disk,750 GB,5400 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint F1 750GB (retail),Hard disk,750 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Enterprise Capacity 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,2.5 inch
"Western Digital VelociRaptor VR200M 150GB (3.5"")",Hard disk,150 GB,10000 rpm,Serial ATA 600,3.5 inch
Fujitsu MHZ2320BJ 320GB SATA2,Hard disk,320 GB,7200 rpm,Serial ATA 300,2.5 inch
Toshiba MK5061GSYN 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital Black 1TB,Hard disk,1024 GB,7200 rpm,Serial ATA 600,2.5 inch
Western Digital Caviar Blue 400GB (SATA2; retail),Hard disk,400 GB,7200 rpm,Serial ATA 300,3.5 inch
Samsung Spinpoint F1 750GB (32MB),Hard disk,750 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Constellation 2.5 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 600,2.5 inch
Western Digital Desk Blue 5TB,Hard disk,5000 GB,5400 rpm,Serial ATA 600,3.5 inch
Seagate Momentus XT 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate NAS HDD 4TB,Hard disk,4000 GB,5900 rpm,Serial ATA 600,3.5 inch
Seagate Momentus 7200.5 750GB,Hard disk,750 GB,7200 rpm,Serial ATA 300,2.5 inch
