ProductName,DiskType,Capacity,Rotation Speed,Interface,FormFactor
Maxtor DiamondMax 11 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
HGST Deskstar NAS 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Momentus 7200.4 320GB SATA2,Hard disk,320 GB,7200 rpm,Serial ATA 300,2.5 inch
Toshiba P300 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Toshiba DT01ABA300 3TB,Hard disk,3000 GB,5900 rpm,Serial ATA 600,3.5 inch
Western Digital Re 1TB (SATA2),Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Red Pro 5TB,Hard disk,5000 GB,7200 rpm,Serial ATA 600,3.5 inch
HGST Deskstar NAS v2 5TB,Hard disk,5000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Desktop Mainstream 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Scorpio Blue 750GB (WD7500KEVT),Hard disk,750 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Black 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 600,2.5 inch
Toshiba Surveillance 4TB,Hard disk,4000 GB,5400 rpm,Serial ATA 600,3.5 inch
Western Digital RE 6TB,Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Scorpio Blue 320GB (AdvFormat),Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Hitachi Deskstar 7K1000.B 750GB SATA2,Hard disk,750 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital AV 250GB (SATA3),Hard disk,250 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Blue 750GB (64MB),Hard disk,750 GB,7200 rpm,Serial ATA 600,3.5 inch
Maxtor DiamondMax 22 1TB SATA2,Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Purple 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 600,3.5 inch
HGST Travelstar Z5K1000 750GB,Hard disk,750 GB,5400 rpm,Serial ATA 600,2.5 inch
Western Digital Caviar Green 500GB (SATA3; 32MB),Hard disk,500 GB,5400 rpm,Serial ATA 600,3.5 inch
Toshiba MK1251GSY 120GB SATA2,Hard disk,120 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate Momentus 7200.2 200GB SATA2,Hard disk,200 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital AV-GP 320GB (SATA2; 8MB),Hard disk,320 GB,5400 rpm,Serial ATA 300,3.5 inch
HGST Travelstar 5K1000 750GB,Hard disk,1000 GB,5400 rpm,Serial ATA 600,2.5 inch
Seagate Momentus 7200.4 250GB SATA2 G-Force,Hard disk,250 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital Caviar Green 640GB (SATA2; 16MB),Hard disk,640 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Momentus 7200.2 160GB SATA2 G-Force,Hard disk,160 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate Desktop HDD 8TB,Hard disk,8000 GB,5900 rpm,Serial ATA 600,3.5 inch
Western Digital RE3 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Scorpio Blue 80GB,Hard disk,80 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Purple 1TB (retail),Hard disk,1000 GB,5400 rpm,Serial ATA 600,3.5 inch
Seagate Surveillance HDD 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital AV-25 500GB (SATA2; 16MB),Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Toshiba MK2561GSYN 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital Scorpio Black 750GB,Hard disk,750 GB,7200 rpm,Serial ATA 300,2.5 inch
Hitachi Travelstar 7K750 640GB,Hard disk,640 GB,7200 rpm,Serial ATA 300,2.5 inch
HGST Ultrastar He8 8TB,Hard disk,8000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Barracuda 7200.12 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Hitachi Deskstar 5K3000 3TB,Hard disk,3000 GB,5400 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint T166 250GB 8MB SATA2,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital WD5000LPCX 500GB,Hard disk,500 GB,5400 rpm,Serial ATA 600,2.5 inch
Seagate Laptop Ultrathin HDD 500GB,Hard disk,500 GB,5400 rpm,Serial ATA 600,2.5 inch
Seagate Pipeline 160GB (8MB),Hard disk,160 GB,5900 rpm,Serial ATA 300,3.5 inch
Seagate Desktop HDD 6TB (retail),Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Toshiba MQ02ABF100 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 600,2.5 inch
Seagate Barracuda 7200.12 750GB (SATA3),Hard disk,750 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint F3 EcoGreen 500GB,Hard disk,500 GB,5400 rpm,Serial ATA 300,3.5 inch
Western Digital AV-GP 2TB (SATA2; 32MB),Hard disk,2000 GB,5400 rpm,Serial ATA 300,3.5 inch
Western Digital Caviar Blue 80GB (SATA2; 8MB),Hard disk,80 GB,7200 rpm,Serial ATA 300,3.5 inch
Hitachi Deskstar E7K1000 1TB SATA2,Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Toshiba X300 4TB,Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate SV35.5 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung M6 500GB SATA2,Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Samsung Spinpoint MT2 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Blue 320GB (16MB),Hard disk,320 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Travelstar 5K750 500GB,Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Samsung Spinpoint M8 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 300,2.5 inch
Toshiba MK5065GSX 500GB,Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Samsung Spinpoint M7 320GB,Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Hitachi Deskstar 7K160 80GB SATA2,Hard disk,80 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate NAS HDD 6TB,Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Re 1.5TB (SATA2),Hard disk,1500 GB,7200 rpm,Serial ATA 300,3.5 inch
Silicon Power T10 32GB,Hard disk,32 GB,,Serial ATA 300,2.5 inch
Western Digital Scorpio Green 2TB (SATA2; 8MB),Hard disk,2000 GB,5200 rpm,Serial ATA 300,2.5 inch
HGST Deskstar NAS 5TB,Hard disk,5000 GB,7200 rpm,Serial ATA 600,3.5 inch
Fujitsu MHZ2080BH 80GB SATA2,Hard disk,80 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Enterprise Capacity 10TB,Hard disk,10000 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint F1 320GB,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Momentus Laptop HDD 4TB,Hard disk,4000 GB,5400 rpm,Serial ATA 600,2.5 inch
Toshiba MD03ACA400V 4TB,Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Caviar SE 160GB SATA,Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital VelociRaptor 1TB,Hard disk,1000 GB,10000 rpm,Serial ATA 600,3.5 inch
HGST Ultrastar He8 8TB (Secure Erase),Hard disk,8000 GB,7200 rpm,Serial ATA 600,3.5 inch
Toshiba P300 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Blue 250GB (16MB),Hard disk,250 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Momentus 7200.4 250GB SATA2,Hard disk,250 GB,7200 rpm,Serial ATA 300,2.5 inch
Samsung Spinpoint F1 EcoGreen 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 300,3.5 inch
Western Digital Desktop Mainstream 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Re 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Surveillance HDD 1TB (rescue),Hard disk,1000 GB,5900 rpm,Serial ATA 600,3.5 inch
Hitachi Travelstar 5K500 400GB SATA2,Hard disk,400 GB,5400 rpm,Serial ATA 300,2.5 inch
Hitachi Deskstar T7K500 400GB SATA2,Hard disk,400 GB,7200 rpm,Serial ATA 300,3.5 inch
HGST Travelstar Z7K500 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 600,2.5 inch
Western Digital Purple 3TB,Hard disk,3000 GB,5400 rpm,Serial ATA 600,3.5 inch
Western Digital Black 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 600,2.5 inch
Hitachi Deskstar 5K1000 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Momentus 5400.4 120GB SATA2,Hard disk,120 GB,5400 rpm,Serial ATA 300,2.5 inch
Hitachi Deskstar 7K1000.C 500GB SATA2,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Scorpio Blue 250GB,Hard disk,250 GB,5400 rpm,Serial ATA 300,2.5 inch
Toshiba L200 500GB,Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
HGST Ultrastar He6 6TB (SATA; encryption),Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Enterprise Capacity 6TB (4Kn),Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Deskstar 7K3000 2TB (SATA3),Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint MP4 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital Caviar Black 500GB (SATA3; 32MB),Hard disk,500 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Constellation ES.2 3TB (SATA3),Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Barracuda 7200.11 320GB,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital RE2-GP 750GB (WD7500AYPS),Hard disk,750 GB,5400 rpm,Serial ATA 300,3.5 inch
"Western Digital VelociRaptor 300GB (2.5"")",Hard disk,300 GB,10000 rpm,Serial ATA 300,2.5 inch
Seagate Barracuda 7200.14 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Barracuda Spinpoint F3 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Hitachi Deskstar 5K4000 4TB,Hard disk,4000 GB,5400 rpm,Serial ATA 600,3.5 inch
Western Digital AV-25 250GB (SATA2; 32MB),Hard disk,250 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Enterprise Capacity 2TB (SED),Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint M8 500GB,Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Enterprise NAS HDD 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital RE2 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Hitachi Travelstar 5K500 400GB SATA,Hard disk,400 GB,5400 rpm,Serial ATA 300,2.5 inch
HGST Travelstar Z5K1000 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 600,2.5 inch
Seagate Constellation 160GB SATA2,Hard disk,160 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate SV35.5 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Toshiba X300 6TB,Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Enterprise Capacity 6TB,Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital AV 80GB (SATA3),Hard disk,80 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda ES.2 250GB 32MB SATA2,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda Spinpoint F3 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Caviar SE 500GB SATA2,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Sentinel 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
HGST Travelstar 7K1000 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 600,2.5 inch
Western Digital Re 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Black 5TB,Hard disk,5000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Barracuda 7200.10 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Constellation ES 2TB (SATA3),Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Caviar RE2 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Caviar Green 2.5TB (SATA2; 64MB),Hard disk,2500 GB,5400 rpm,Serial ATA 300,3.5 inch
Samsung Spinpoint M40 80GB SATA2,Hard disk,80 GB,5400 rpm,Serial ATA 300,2.5 inch
Toshiba MQ01ACF032 320GB,Hard disk,320 GB,7200 rpm,Serial ATA 600,2.5 inch
Seagate NAS HDD 8TB,Hard disk,8000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Caviar Blue 320GB (SATA2; 8MB),Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Toshiba MD03ACA200V 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Toshiba MK8052GSX 80GB SATA2,Hard disk,80 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Caviar Green 1.5TB (SATA2; 64MB),Hard disk,1500 GB,5400 rpm,Serial ATA 300,3.5 inch
Western Digital Caviar SE 400GB SATA2,Hard disk,400 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Momentus Thin ST500LT025 500GB,Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Samsung Spinpoint F2 EcoGreen 500GB,Hard disk,500 GB,5400 rpm,Serial ATA 300,3.5 inch
Western Digital Blue 750GB (32MB),Hard disk,750 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Travelstar 7K500 320GB SATA2,Hard disk,320 GB,7200 rpm,Serial ATA 300,2.5 inch
"Intenso 2.5"" Internal HDD 500GB",Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
Hitachi Deskstar 7K1000.C 320GB SATA2 16MB,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate NAS HDD 8TB (rescue),Hard disk,8000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital AV-GP 500GB (SATA2; 8MB),Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Scorpio Black 160GB,Hard disk,160 GB,7200 rpm,Serial ATA 600,2.5 inch
Western Digital Green 3TB,Hard disk,3000 GB,5400 rpm,Serial ATA 600,3.5 inch
Western Digital Scorpio Blue 320GB (retail),Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Toshiba DT01ACA200 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Fujitsu MJA2320BH 320GB SATA2,Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Hitachi Ultrastar 7K6000 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Laptop Ultrathin HDD 320GB,Hard disk,320 GB,5400 rpm,Serial ATA 600,2.5 inch
Western Digital Desktop Mainstream 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Re 500GB (SATA2),Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Hitachi Deskstar 7K1000.C 320GB SATA2 8MB,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate BarraCuda New 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Barracuda 7200.11 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Desktop HDD 4TB,Hard disk,4000 GB,5900 rpm,Serial ATA 600,3.5 inch
HGST Ultrastar He8 6TB (SAS),Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Travelstar 7K750 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate Surveillance HDD 6TB,Hard disk,6000 GB,5900 rpm,Serial ATA 600,3.5 inch
"Western Digital Red 750GB (2.5"")",Hard disk,750 GB,5400 rpm,Serial ATA 600,2.5 inch
Western Digital VelociRaptor 74GB,Hard disk,74 GB,10000 rpm,Serial ATA 300,2.5 inch
Seagate Momentus 7200.3 160GB SATA2,Hard disk,160 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital Caviar SE16 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Hitachi Deskstar 7K1000 750GB SATA2,Hard disk,750 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda 7200.9 500GB (SATA2; retail),Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda 7200.10 2TB (SATA3),Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital VelociRaptor 300GB (SATA cable connect),Hard disk,300 GB,10000 rpm,Serial ATA 300,3.5 inch
Samsung Spinpoint F3 500GB (retail),Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate SV35.6 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Caviar Green 500GB (SATA2; 8MB),Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda 7200.14 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Toshiba MG03ACA 2TB,Hard disk,2000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital RE2 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Enterprise NAS HDD 5TB,Hard disk,5000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Pipeline 1TB (8MB),Hard disk,1000 GB,5900 rpm,Serial ATA 300,3.5 inch
Fujitsu MJA2250BH 250GB SATA2,Hard disk,250 GB,5400 rpm,Serial ATA 300,2.5 inch
HGST Ultrastar 7K4000 4TB,Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Deskstar 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 300,2.5 inch
Samsung Spinpoint F1R 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Barracuda 7200.10 400GB,Hard disk,400 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Enterprise Capacity 4TB,Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
Toshiba MQ01ABD100S 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate Momentus 7200.FDE.4 250GB SATA2,Hard disk,250 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital AV-25 160GB (SATA2; 32MB),Hard disk,160 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Caviar Black 500GB (SATA3; 64MB),Hard disk,500 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Re 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Momentus Spinpoint M7E 250GB,Hard disk,250 GB,5400 rpm,Serial ATA 300,2.5 inch
HGST Ultrastar He6 6TB (SATA),Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Caviar Black 1TB,Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Hitachi Travelstar 5K500.B 500GB SATA2,Hard disk,500 GB,5400 rpm,Serial ATA 300,2.5 inch
"Western Digital VelociRaptor VR200M 150GB (2.5"")",Hard disk,150 GB,10000 rpm,Serial ATA 600,2.5 inch
Toshiba MG04ACA400E 4TB,Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Enterprise Capacity ST4000NM0024 4TB,Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint P120 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Scorpio Black 750GB (SATA3),Hard disk,750 GB,7200 rpm,Serial ATA 600,2.5 inch
Samsung Spinpoint T166 160GB SATA2,Hard disk,160 GB,7200 rpm,Serial ATA 300,3.5 inch
Toshiba MD03ACA300V 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital RE3 250GB,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Hitachi Deskstar 7K1000.B 250GB SATA2,Hard disk,250 GB,7200 rpm,Serial ATA 300,3.5 inch
Hitachi MegaScale DC 4000.B 4TB,Hard disk,4000 GB,,Serial ATA 600,3.5 inch
Western Digital Caviar SE16 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Samsung Spinpoint M7 640GB,Hard disk,640 GB,5400 rpm,Serial ATA 300,2.5 inch
Western Digital Red Pro 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Deskstar T7K500 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Surveillance HDD 4TB (rescue),Hard disk,4000 GB,5900 rpm,Serial ATA 600,3.5 inch
Toshiba MK3275GSX 320GB,Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Maxtor DiamondMax 21 320GB SATA2,Hard disk,320 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Caviar Black 1TB (SATA3; 64MB),Hard disk,1000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Re 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Barracuda 7200.10 3TB (SATA3),Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Seagate Barracuda Spinpoint F4 2TB,Hard disk,2000 GB,5400 rpm,Serial ATA 300,3.5 inch
Western Digital AV-GP 1TB (SATA2; 64MB),Hard disk,1000 GB,7200 rpm,Serial ATA 300,3.5 inch
Western Digital Green 5TB,Hard disk,5000 GB,5400 rpm,Serial ATA 600,3.5 inch
Seagate Constellation ES 1TB (SATA3),Hard disk,1000 GB,7200 rpm,Serial ATA 600,3.5 inch
HGST Ultrastar 7K3000 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Ultrastar 7K6000 4TB,Hard disk,4000 GB,7200 rpm,Serial ATA 600,3.5 inch
Hitachi Travelstar Z5K320 320GB,Hard disk,320 GB,5400 rpm,Serial ATA 300,2.5 inch
Toshiba MQ Series 2TB,Hard disk,2000 GB,5400 rpm,Serial ATA 300,2.5 inch
"Western Digital VelociRaptor 250GB (2.5"")",Hard disk,250 GB,10000 rpm,Serial ATA 600,2.5 inch
Seagate Barracuda 7200.14 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 600,3.5 inch
Samsung Spinpoint T166 500GB (SATA2; retail),Hard disk,500 GB,7200 rpm,Serial ATA 300,3.5 inch
Seagate Desktop HDD 6TB,Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Silicon Power Volex V60 480GB,Hard disk,480 GB,,Serial ATA 600,2.5 inch
Hitachi Travelstar 7K500 250GB SATA2,Hard disk,250 GB,7200 rpm,Serial ATA 300,2.5 inch
Western Digital AV-Green 500GB,Hard disk,500 GB,5400 rpm,Serial ATA 600,3.5 inch
Seagate Surveillance HDD 4TB,Hard disk,4000 GB,5900 rpm,Serial ATA 600,3.5 inch
Toshiba MQ01ABD100 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 300,2.5 inch
Toshiba P300 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 600,3.5 inch
HGST Ultrastar He8 6TB,Hard disk,6000 GB,7200 rpm,Serial ATA 600,3.5 inch
Toshiba MK1651GSY 160GB SATA2,Hard disk,160 GB,7200 rpm,Serial ATA 300,2.5 inch
Seagate Momentus STBD1000200 1TB,Hard disk,1000 GB,5400 rpm,Serial ATA 300,2.5 inch
Seagate SV35.6 3TB,Hard disk,3000 GB,7200 rpm,Serial ATA 600,3.5 inch
Western Digital Blue 500GB,Hard disk,500 GB,7200 rpm,Serial ATA 600,3.5 inch
